date,year,tmax,tmin,temp,location,tavg,doy,month,season_year
2026-04-07,2026,18.889,2.222,10.556,washington,10.556,97,4,2026
2026-04-08,2026,16.111,4.444,10.278,washington,10.278,98,4,2026
2026-04-09,2026,15.556,3.889,9.722,washington,9.722,99,4,2026
2026-04-10,2026,15.0,2.222,8.611,washington,8.611,100,4,2026
2026-04-11,2026,15.556,2.778,9.167,washington,9.167,101,4,2026
2026-04-12,2026,15.556,4.444,10.0,washington,10.0,102,4,2026
2026-04-13,2026,16.111,3.889,10.0,washington,10.0,103,4,2026
2026-04-14,2026,16.667,3.889,10.278,washington,10.278,104,4,2026
2026-04-15,2026,16.111,7.222,11.667,washington,11.667,105,4,2026
2026-04-16,2026,19.444,12.778,16.111,washington,16.111,106,4,2026
2026-04-17,2026,23.889,11.111,17.5,washington,17.5,107,4,2026
2026-04-18,2026,23.889,11.111,17.5,washington,17.5,108,4,2026
2026-04-19,2026,17.778,9.444,13.611,washington,13.611,109,4,2026
2026-04-20,2026,23.333,5.0,14.167,washington,14.167,110,4,2026
2026-04-21,2026,20.0,5.0,12.5,washington,12.5,111,4,2026
2026-04-22,2026,17.778,4.444,11.111,washington,11.111,112,4,2026
2026-04-23,2026,16.667,10.0,13.333,washington,13.333,113,4,2026
2026-04-24,2026,18.889,6.111,12.5,washington,12.5,114,4,2026
2026-04-25,2026,19.444,7.222,13.333,washington,13.333,115,4,2026
2026-04-26,2026,20.0,13.333,16.667,washington,16.667,116,4,2026
2026-04-27,2026,22.778,13.889,18.333,washington,18.333,117,4,2026
2026-04-28,2026,23.889,13.333,18.611,washington,18.611,118,4,2026
2026-04-29,2026,25.0,14.444,19.722,washington,19.722,119,4,2026
2026-04-30,2026,26.111,7.778,16.944,washington,16.944,120,4,2026
2026-05-01,2026,25.556,6.667,16.111,washington,16.111,121,5,2026
2026-05-02,2026,22.222,6.667,14.444,washington,14.444,122,5,2026
2026-05-03,2026,18.333,7.222,12.778,washington,12.778,123,5,2026
2026-05-04,2026,20.556,9.444,15.0,washington,15.0,124,5,2026
2026-05-05,2026,20.0,10.556,15.278,washington,15.278,125,5,2026
2026-05-06,2026,23.333,7.778,15.556,washington,15.556,126,5,2026
2026-05-07,2026,21.111,12.222,16.667,washington,16.667,127,5,2026
2026-05-08,2026,23.333,13.889,18.611,washington,18.611,128,5,2026
2026-05-09,2026,26.667,15.556,21.111,washington,21.111,129,5,2026
2026-05-10,2026,26.667,15.556,21.111,washington,21.111,130,5,2026
2026-05-11,2026,23.333,15.0,19.167,washington,19.167,131,5,2026
2026-05-12,2026,22.778,14.444,18.611,washington,18.611,132,5,2026
2026-05-13,2026,23.889,16.667,20.278,washington,20.278,133,5,2026
2026-05-14,2026,23.333,12.778,18.056,washington,18.056,134,5,2026
2026-05-15,2026,27.778,9.444,18.611,washington,18.611,135,5,2026
2026-05-16,2026,22.222,12.222,17.222,washington,17.222,136,5,2026
2026-05-17,2026,21.111,10.0,15.556,washington,15.556,137,5,2026
2026-05-18,2026,22.222,10.556,16.389,washington,16.389,138,5,2026
2026-05-19,2026,23.889,11.667,17.778,washington,17.778,139,5,2026
2026-05-20,2026,23.333,17.222,20.278,washington,20.278,140,5,2026
2026-05-21,2026,22.778,11.667,17.222,washington,17.222,141,5,2026
2026-05-22,2026,25.556,10.0,17.778,washington,17.778,142,5,2026
2026-05-23,2026,23.333,15.0,19.167,washington,19.167,143,5,2026
2026-05-24,2026,25.556,12.222,18.889,washington,18.889,144,5,2026
2026-05-25,2026,30.0,11.667,20.833,washington,20.833,145,5,2026
2026-05-26,2026,30.0,11.667,20.833,washington,20.833,146,5,2026
2026-05-27,2026,26.111,16.111,21.111,washington,21.111,147,5,2026
2026-05-28,2026,26.667,16.667,21.667,washington,21.667,148,5,2026
2026-05-29,2026,26.667,16.667,21.667,washington,21.667,149,5,2026
2026-05-30,2026,26.667,16.667,21.667,washington,21.667,150,5,2026
2026-05-31,2026,26.667,17.222,21.944,washington,21.944,151,5,2026
