date,year,tmax,tmin,temp,location,tavg,doy,month,season_year
2026-02-12,2026,11.111,7.778,9.444,liestal,9.444,43,2,2026
2026-02-13,2026,12.222,6.111,9.167,liestal,9.167,44,2,2026
2026-02-14,2026,7.222,2.222,4.722,liestal,4.722,45,2,2026
2026-02-15,2026,6.111,1.111,3.611,liestal,3.611,46,2,2026
2026-02-16,2026,8.889,5.0,6.944,liestal,6.944,47,2,2026
2026-02-17,2026,7.778,2.222,5.0,liestal,5.0,48,2,2026
2026-02-18,2026,3.889,-2.222,0.833,liestal,0.833,49,2,2026
2026-02-19,2026,10.0,3.889,6.944,liestal,6.944,50,2,2026
2026-02-20,2026,7.778,2.778,5.278,liestal,5.278,51,2,2026
2026-02-21,2026,11.111,7.222,9.167,liestal,9.167,52,2,2026
2026-02-22,2026,12.778,7.222,10.0,liestal,10.0,53,2,2026
2026-02-23,2026,13.889,8.889,11.389,liestal,11.389,54,2,2026
2026-02-24,2026,15.0,5.556,10.278,liestal,10.278,55,2,2026
2026-02-25,2026,15.0,6.111,10.556,liestal,10.556,56,2,2026
2026-02-26,2026,16.667,5.556,11.111,liestal,11.111,57,2,2026
2026-02-27,2026,17.222,6.111,11.667,liestal,11.667,58,2,2026
2026-02-28,2026,12.222,3.333,7.778,liestal,7.778,59,2,2026
2026-03-01,2026,11.667,3.333,7.5,liestal,7.5,60,3,2026
2026-03-02,2026,14.444,5.556,10.0,liestal,10.0,61,3,2026
2026-03-03,2026,15.0,5.0,10.0,liestal,10.0,62,3,2026
2026-03-04,2026,13.889,3.889,8.889,liestal,8.889,63,3,2026
2026-03-05,2026,12.222,3.889,8.056,liestal,8.056,64,3,2026
2026-03-06,2026,11.667,3.333,7.5,liestal,7.5,65,3,2026
2026-03-07,2026,11.111,2.778,6.944,liestal,6.944,66,3,2026
2026-03-08,2026,10.0,2.222,6.111,liestal,6.111,67,3,2026
2026-03-09,2026,7.222,0.0,3.611,liestal,3.611,68,3,2026
2026-03-10,2026,8.889,-0.556,4.167,liestal,4.167,69,3,2026
2026-03-11,2026,10.0,-0.556,4.722,liestal,4.722,70,3,2026
2026-03-12,2026,10.0,-1.667,4.167,liestal,4.167,71,3,2026
2026-03-13,2026,10.556,-1.667,4.444,liestal,4.444,72,3,2026
2026-03-14,2026,11.111,2.778,6.944,liestal,6.944,73,3,2026
2026-03-15,2026,11.111,1.667,6.389,liestal,6.389,74,3,2026
2026-03-16,2026,10.556,0.556,5.556,liestal,5.556,75,3,2026
2026-03-17,2026,11.667,2.222,6.944,liestal,6.944,76,3,2026
2026-03-18,2026,11.111,3.889,7.5,liestal,7.5,77,3,2026
2026-03-19,2026,9.444,3.333,6.389,liestal,6.389,78,3,2026
2026-03-20,2026,8.333,0.556,4.444,liestal,4.444,79,3,2026
2026-03-21,2026,6.667,-0.556,3.056,liestal,3.056,80,3,2026
2026-03-22,2026,7.222,-1.111,3.056,liestal,3.056,81,3,2026
2026-03-23,2026,10.0,-0.556,4.722,liestal,4.722,82,3,2026
2026-03-24,2026,11.111,0.0,5.556,liestal,5.556,83,3,2026
2026-03-25,2026,12.222,1.111,6.667,liestal,6.667,84,3,2026
2026-03-26,2026,8.889,0.0,4.444,liestal,4.444,85,3,2026
2026-03-27,2026,7.778,-0.556,3.611,liestal,3.611,86,3,2026
2026-03-28,2026,10.0,-0.556,4.722,liestal,4.722,87,3,2026
2026-03-29,2026,12.778,0.556,6.667,liestal,6.667,88,3,2026
2026-03-30,2026,13.333,1.111,7.222,liestal,7.222,89,3,2026
2026-03-31,2026,13.333,1.667,7.5,liestal,7.5,90,3,2026
2026-04-01,2026,13.889,4.444,9.167,liestal,9.167,91,4,2026
2026-04-02,2026,13.333,3.889,8.611,liestal,8.611,92,4,2026
2026-04-03,2026,13.333,2.778,8.056,liestal,8.056,93,4,2026
2026-04-04,2026,13.889,2.222,8.056,liestal,8.056,94,4,2026
2026-04-05,2026,13.889,3.889,8.889,liestal,8.889,95,4,2026
2026-04-06,2026,14.444,2.222,8.333,liestal,8.333,96,4,2026
2026-04-07,2026,10.556,2.222,6.389,liestal,6.389,97,4,2026
2026-04-08,2026,10.556,2.778,6.667,liestal,6.667,98,4,2026
2026-04-09,2026,11.111,5.556,8.333,liestal,8.333,99,4,2026
2026-04-10,2026,15.0,6.111,10.556,liestal,10.556,100,4,2026
2026-04-11,2026,15.556,3.333,9.444,liestal,9.444,101,4,2026
2026-04-12,2026,11.667,5.0,8.333,liestal,8.333,102,4,2026
2026-04-13,2026,15.556,6.111,10.833,liestal,10.833,103,4,2026
2026-04-14,2026,16.111,6.667,11.389,liestal,11.389,104,4,2026
2026-04-15,2026,17.222,6.667,11.944,liestal,11.944,105,4,2026
2026-04-16,2026,16.667,6.111,11.389,liestal,11.389,106,4,2026
2026-04-17,2026,17.222,4.444,10.833,liestal,10.833,107,4,2026
2026-04-18,2026,13.889,2.222,8.056,liestal,8.056,108,4,2026
2026-04-19,2026,12.222,1.667,6.944,liestal,6.944,109,4,2026
2026-04-20,2026,12.778,3.889,8.333,liestal,8.333,110,4,2026
2026-04-21,2026,16.667,6.667,11.667,liestal,11.667,111,4,2026
2026-04-22,2026,17.778,7.222,12.5,liestal,12.5,112,4,2026
2026-04-23,2026,18.333,7.778,13.056,liestal,13.056,113,4,2026
2026-04-24,2026,18.333,6.111,12.222,liestal,12.222,114,4,2026
2026-04-25,2026,17.778,3.889,10.833,liestal,10.833,115,4,2026
2026-04-26,2026,16.667,2.778,9.722,liestal,9.722,116,4,2026
2026-04-27,2026,14.444,2.778,8.611,liestal,8.611,117,4,2026
2026-04-28,2026,13.889,3.333,8.611,liestal,8.611,118,4,2026
2026-04-29,2026,13.889,2.778,8.333,liestal,8.333,119,4,2026
2026-04-30,2026,14.444,3.333,8.889,liestal,8.889,120,4,2026
2026-05-01,2026,14.444,4.444,9.444,liestal,9.444,121,5,2026
2026-05-02,2026,15.0,4.444,9.722,liestal,9.722,122,5,2026
2026-05-03,2026,16.111,5.0,10.556,liestal,10.556,123,5,2026
2026-05-04,2026,15.556,6.111,10.833,liestal,10.833,124,5,2026
2026-05-05,2026,15.556,7.778,11.667,liestal,11.667,125,5,2026
2026-05-06,2026,16.111,7.222,11.667,liestal,11.667,126,5,2026
2026-05-07,2026,16.111,4.444,10.278,liestal,10.278,127,5,2026
2026-05-08,2026,16.667,3.889,10.278,liestal,10.278,128,5,2026
2026-05-09,2026,16.111,3.333,9.722,liestal,9.722,129,5,2026
2026-05-10,2026,16.111,3.889,10.0,liestal,10.0,130,5,2026
2026-05-11,2026,16.667,3.889,10.278,liestal,10.278,131,5,2026
2026-05-12,2026,16.667,5.0,10.833,liestal,10.833,132,5,2026
2026-05-13,2026,17.222,4.444,10.833,liestal,10.833,133,5,2026
2026-05-14,2026,16.667,4.444,10.556,liestal,10.556,134,5,2026
2026-05-15,2026,17.222,5.556,11.389,liestal,11.389,135,5,2026
2026-05-16,2026,17.222,6.111,11.667,liestal,11.667,136,5,2026
2026-05-17,2026,21.111,8.333,14.722,liestal,14.722,137,5,2026
2026-05-18,2026,21.667,10.0,15.833,liestal,15.833,138,5,2026
2026-05-19,2026,22.222,9.444,15.833,liestal,15.833,139,5,2026
2026-05-20,2026,17.778,9.444,13.611,liestal,13.611,140,5,2026
2026-05-21,2026,18.333,7.222,12.778,liestal,12.778,141,5,2026
2026-05-22,2026,18.333,9.444,13.889,liestal,13.889,142,5,2026
2026-05-23,2026,21.667,10.556,16.111,liestal,16.111,143,5,2026
2026-05-24,2026,22.222,10.556,16.389,liestal,16.389,144,5,2026
2026-05-25,2026,20.556,9.444,15.0,liestal,15.0,145,5,2026
2026-05-26,2026,18.889,8.889,13.889,liestal,13.889,146,5,2026
2026-05-27,2026,20.556,10.0,15.278,liestal,15.278,147,5,2026
2026-05-28,2026,20.556,10.0,15.278,liestal,15.278,148,5,2026
2026-05-29,2026,20.556,10.0,15.278,liestal,15.278,149,5,2026
2026-05-30,2026,20.556,10.0,15.278,liestal,15.278,150,5,2026
2026-05-31,2026,20.556,10.0,15.278,liestal,15.278,151,5,2026
