date,year,tmax,tmin,temp,location,tavg,doy,month,season_year
2026-02-12,2026,13.333,-1.111,6.111,vancouver,6.111,43,2,2026
2026-02-13,2026,10.0,5.0,7.5,vancouver,7.5,44,2,2026
2026-02-14,2026,8.889,0.556,4.722,vancouver,4.722,45,2,2026
2026-02-15,2026,10.0,5.0,7.5,vancouver,7.5,46,2,2026
2026-02-16,2026,7.222,3.333,5.278,vancouver,5.278,47,2,2026
2026-02-17,2026,6.667,0.556,3.611,vancouver,3.611,48,2,2026
2026-02-18,2026,6.111,0.556,3.333,vancouver,3.333,49,2,2026
2026-02-19,2026,7.222,-1.667,2.778,vancouver,2.778,50,2,2026
2026-02-20,2026,8.333,-1.667,3.333,vancouver,3.333,51,2,2026
2026-02-21,2026,8.889,3.889,6.389,vancouver,6.389,52,2,2026
2026-02-22,2026,8.333,5.556,6.944,vancouver,6.944,53,2,2026
2026-02-23,2026,8.889,5.0,6.944,vancouver,6.944,54,2,2026
2026-02-24,2026,7.222,-1.111,3.056,vancouver,3.056,55,2,2026
2026-02-25,2026,11.111,-0.556,5.278,vancouver,5.278,56,2,2026
2026-02-26,2026,12.778,2.222,7.5,vancouver,7.5,57,2,2026
2026-02-27,2026,13.333,2.222,7.778,vancouver,7.778,58,2,2026
2026-02-28,2026,11.667,1.111,6.389,vancouver,6.389,59,2,2026
2026-03-01,2026,15.556,2.222,8.889,vancouver,8.889,60,3,2026
2026-03-02,2026,16.111,1.667,8.889,vancouver,8.889,61,3,2026
2026-03-03,2026,14.444,6.111,10.278,vancouver,10.278,62,3,2026
2026-03-04,2026,13.333,6.667,10.0,vancouver,10.0,63,3,2026
2026-03-05,2026,13.889,6.667,10.278,vancouver,10.278,64,3,2026
2026-03-06,2026,12.778,6.111,9.444,vancouver,9.444,65,3,2026
2026-03-07,2026,13.889,5.0,9.444,vancouver,9.444,66,3,2026
2026-03-08,2026,13.333,5.556,9.444,vancouver,9.444,67,3,2026
2026-03-09,2026,12.778,3.333,8.056,vancouver,8.056,68,3,2026
2026-03-10,2026,10.556,2.222,6.389,vancouver,6.389,69,3,2026
2026-03-11,2026,10.0,1.667,5.833,vancouver,5.833,70,3,2026
2026-03-12,2026,10.0,1.111,5.556,vancouver,5.556,71,3,2026
2026-03-13,2026,10.556,2.222,6.389,vancouver,6.389,72,3,2026
2026-03-14,2026,10.556,1.667,6.111,vancouver,6.111,73,3,2026
2026-03-15,2026,11.111,1.111,6.111,vancouver,6.111,74,3,2026
2026-03-16,2026,10.556,4.444,7.5,vancouver,7.5,75,3,2026
2026-03-17,2026,11.111,2.222,6.667,vancouver,6.667,76,3,2026
2026-03-18,2026,10.556,1.667,6.111,vancouver,6.111,77,3,2026
2026-03-19,2026,10.0,1.667,5.833,vancouver,5.833,78,3,2026
2026-03-20,2026,10.556,2.222,6.389,vancouver,6.389,79,3,2026
2026-03-21,2026,10.556,4.444,7.5,vancouver,7.5,80,3,2026
2026-03-22,2026,11.111,3.889,7.5,vancouver,7.5,81,3,2026
2026-03-23,2026,11.111,2.778,6.944,vancouver,6.944,82,3,2026
2026-03-24,2026,10.556,2.222,6.389,vancouver,6.389,83,3,2026
2026-03-25,2026,10.556,2.778,6.667,vancouver,6.667,84,3,2026
2026-03-26,2026,11.111,2.778,6.944,vancouver,6.944,85,3,2026
2026-03-27,2026,11.111,3.333,7.222,vancouver,7.222,86,3,2026
2026-03-28,2026,10.556,2.778,6.667,vancouver,6.667,87,3,2026
2026-03-29,2026,10.556,2.222,6.389,vancouver,6.389,88,3,2026
2026-03-30,2026,11.111,2.222,6.667,vancouver,6.667,89,3,2026
2026-03-31,2026,11.111,1.667,6.389,vancouver,6.389,90,3,2026
2026-04-01,2026,12.778,2.222,7.5,vancouver,7.5,91,4,2026
2026-04-02,2026,16.111,2.778,9.444,vancouver,9.444,92,4,2026
2026-04-03,2026,14.444,4.444,9.444,vancouver,9.444,93,4,2026
2026-04-04,2026,12.222,2.222,7.222,vancouver,7.222,94,4,2026
2026-04-05,2026,14.444,3.333,8.889,vancouver,8.889,95,4,2026
2026-04-06,2026,12.778,7.222,10.0,vancouver,10.0,96,4,2026
2026-04-07,2026,16.111,6.111,11.111,vancouver,11.111,97,4,2026
2026-04-08,2026,16.111,6.667,11.389,vancouver,11.389,98,4,2026
2026-04-09,2026,17.222,7.222,12.222,vancouver,12.222,99,4,2026
2026-04-10,2026,18.889,8.333,13.611,vancouver,13.611,100,4,2026
2026-04-11,2026,18.333,7.778,13.056,vancouver,13.056,101,4,2026
2026-04-12,2026,18.889,8.889,13.889,vancouver,13.889,102,4,2026
2026-04-13,2026,18.889,4.444,11.667,vancouver,11.667,103,4,2026
2026-04-14,2026,18.333,3.333,10.833,vancouver,10.833,104,4,2026
2026-04-15,2026,13.889,3.333,8.611,vancouver,8.611,105,4,2026
2026-04-16,2026,12.778,3.889,8.333,vancouver,8.333,106,4,2026
2026-04-17,2026,14.444,3.333,8.889,vancouver,8.889,107,4,2026
2026-04-18,2026,13.889,3.889,8.889,vancouver,8.889,108,4,2026
2026-04-19,2026,17.778,4.444,11.111,vancouver,11.111,109,4,2026
2026-04-20,2026,18.889,3.889,11.389,vancouver,11.389,110,4,2026
2026-04-21,2026,18.889,7.222,13.056,vancouver,13.056,111,4,2026
2026-04-22,2026,19.444,3.889,11.667,vancouver,11.667,112,4,2026
2026-04-23,2026,18.889,8.889,13.889,vancouver,13.889,113,4,2026
2026-04-24,2026,19.444,4.444,11.944,vancouver,11.944,114,4,2026
2026-04-25,2026,17.222,4.444,10.833,vancouver,10.833,115,4,2026
2026-04-26,2026,15.0,6.667,10.833,vancouver,10.833,116,4,2026
2026-04-27,2026,15.0,7.778,11.389,vancouver,11.389,117,4,2026
2026-04-28,2026,20.0,8.333,14.167,vancouver,14.167,118,4,2026
2026-04-29,2026,20.556,9.444,15.0,vancouver,15.0,119,4,2026
2026-04-30,2026,20.0,8.889,14.444,vancouver,14.444,120,4,2026
2026-05-01,2026,19.444,5.556,12.5,vancouver,12.5,121,5,2026
2026-05-02,2026,20.556,10.0,15.278,vancouver,15.278,122,5,2026
2026-05-03,2026,21.667,10.0,15.833,vancouver,15.833,123,5,2026
2026-05-04,2026,22.222,7.222,14.722,vancouver,14.722,124,5,2026
2026-05-05,2026,17.222,5.556,11.389,vancouver,11.389,125,5,2026
2026-05-06,2026,21.111,5.0,13.056,vancouver,13.056,126,5,2026
2026-05-07,2026,17.222,5.556,11.389,vancouver,11.389,127,5,2026
2026-05-08,2026,16.667,5.556,11.111,vancouver,11.111,128,5,2026
2026-05-09,2026,17.222,7.222,12.222,vancouver,12.222,129,5,2026
2026-05-10,2026,21.667,8.889,15.278,vancouver,15.278,130,5,2026
2026-05-11,2026,21.667,6.111,13.889,vancouver,13.889,131,5,2026
2026-05-12,2026,17.778,5.556,11.667,vancouver,11.667,132,5,2026
2026-05-13,2026,18.889,6.667,12.778,vancouver,12.778,133,5,2026
2026-05-14,2026,22.222,6.667,14.444,vancouver,14.444,134,5,2026
2026-05-15,2026,22.222,7.222,14.722,vancouver,14.722,135,5,2026
2026-05-16,2026,20.0,6.667,13.333,vancouver,13.333,136,5,2026
2026-05-17,2026,17.778,7.222,12.5,vancouver,12.5,137,5,2026
2026-05-18,2026,17.222,6.667,11.944,vancouver,11.944,138,5,2026
2026-05-19,2026,18.889,10.0,14.444,vancouver,14.444,139,5,2026
2026-05-20,2026,22.222,7.222,14.722,vancouver,14.722,140,5,2026
2026-05-21,2026,17.778,7.778,12.778,vancouver,12.778,141,5,2026
2026-05-22,2026,21.111,10.556,15.833,vancouver,15.833,142,5,2026
2026-05-23,2026,18.333,9.444,13.889,vancouver,13.889,143,5,2026
2026-05-24,2026,18.889,11.111,15.0,vancouver,15.0,144,5,2026
2026-05-25,2026,23.889,13.333,18.611,vancouver,18.611,145,5,2026
2026-05-26,2026,24.444,12.222,18.333,vancouver,18.333,146,5,2026
2026-05-27,2026,20.0,8.333,14.167,vancouver,14.167,147,5,2026
2026-05-28,2026,20.0,8.333,14.167,vancouver,14.167,148,5,2026
2026-05-29,2026,20.0,8.333,14.167,vancouver,14.167,149,5,2026
2026-05-30,2026,20.0,8.333,14.167,vancouver,14.167,150,5,2026
2026-05-31,2026,20.0,8.333,14.167,vancouver,14.167,151,5,2026
